,block,site,year,plot,experiment,treatment,date,format,gcc_mean,doy,dom,month,nitrogen,deluge.date.1,deluge.date.2
1047,c,sgs,2022,17,change,pp2,7/5/2022,JPEG,0.343736869,186,5,7,5,6/25/2022,6/26/2022
1048,c,sgs,2022,17,change,pp2,7/8/2022,JPEG,0.346570239,189,8,7,5,6/25/2022,6/26/2022
1049,c,sgs,2022,17,change,pp2,7/11/2022,JPEG,0.342705493,192,11,7,5,6/25/2022,6/26/2022
1050,c,sgs,2022,17,change,pp2,7/14/2022,JPEG,0.338337154,195,14,7,5,6/25/2022,6/26/2022
1144,d,sgs,2022,25,change,pp2,7/23/2022,JPEG,0.336334044,204,23,7,2.5,6/25/2022,6/26/2022
1145,d,sgs,2022,25,change,pp2,7/29/2022,JPEG,0.341154375,210,29,7,2.5,6/25/2022,6/26/2022
1146,d,sgs,2022,25,change,pp2,8/12/2022,JPEG,0.335785504,224,12,8,2.5,6/25/2022,6/26/2022
1147,d,sgs,2022,25,change,pp2,8/26/2022,JPEG,0.335210477,238,26,8,2.5,6/25/2022,6/26/2022
1161,d,sgs,2022,25,change,pp2,6/25/2022,jpg,0.336748654,176,25,6,2.5,6/25/2022,6/26/2022
1162,d,sgs,2022,25,change,pp2,6/27/2022,JPEG,0.337052149,178,27,6,2.5,6/25/2022,6/26/2022
1163,d,sgs,2022,25,change,pp2,6/29/2022,JPEG,0.337348635,180,29,6,2.5,6/25/2022,6/26/2022
1164,d,sgs,2022,25,change,pp2,7/3/2022,JPEG,0.341092044,184,3,7,2.5,6/25/2022,6/26/2022
1167,d,sgs,2022,25,change,pp2,7/11/2022,JPEG,0.340529981,192,11,7,2.5,6/25/2022,6/26/2022
1168,d,sgs,2022,25,change,pp2,7/14/2022,JPEG,0.339960336,195,14,7,2.5,6/25/2022,6/26/2022
1169,d,sgs,2022,25,change,pp2,7/17/2022,JPEG,0.338468343,198,17,7,2.5,6/25/2022,6/26/2022
1170,d,sgs,2022,25,change,pp2,7/20/2022,JPEG,0.338135857,201,20,7,2.5,6/25/2022,6/26/2022
1174,d,sgs,2022,28,change,pp2,8/26/2022,JPEG,0.334747463,238,26,8,7.5,6/25/2022,6/26/2022
1175,d,sgs,2022,25,change,pp2,7/8/2022,JPEG,0.340636201,189,8,7,2.5,6/25/2022,6/26/2022
1178,d,sgs,2022,25,change,pp2,7/5/2022,JPEG,0.342533638,186,5,7,2.5,6/25/2022,6/26/2022
1202,d,sgs,2022,29,change,pp2,7/5/2022,JPEG,0.339122269,186,5,7,30,6/25/2022,6/26/2022
1203,d,sgs,2022,29,change,pp2,7/8/2022,JPEG,0.340217305,189,8,7,30,6/25/2022,6/26/2022
1204,d,sgs,2022,26,change,pp2,7/14/2022,JPEG,0.338945096,195,14,7,5,6/25/2022,6/26/2022
1208,d,sgs,2022,29,change,pp2,7/11/2022,JPEG,0.336908274,192,11,7,30,6/25/2022,6/26/2022
1209,d,sgs,2022,29,change,pp2,7/14/2022,JPEG,0.337266197,195,14,7,30,6/25/2022,6/26/2022
1212,d,sgs,2022,26,change,pp2,6/27/2022,JPEG,0.33718982,178,27,6,5,6/25/2022,6/26/2022
1213,d,sgs,2022,26,change,pp2,6/29/2022,JPEG,0.33678272,180,29,6,5,6/25/2022,6/26/2022
1214,d,sgs,2022,26,change,pp2,7/3/2022,JPEG,0.337256489,184,3,7,5,6/25/2022,6/26/2022
1215,d,sgs,2022,26,change,pp2,7/5/2022,JPEG,0.338324313,186,5,7,5,6/25/2022,6/26/2022
1216,d,sgs,2022,26,change,pp2,7/11/2022,JPEG,0.339483718,192,11,7,5,6/25/2022,6/26/2022
1217,d,sgs,2022,26,change,pp2,7/29/2022,JPEG,0.336194506,210,29,7,5,6/25/2022,6/26/2022
1218,d,sgs,2022,26,change,pp2,7/17/2022,JPEG,0.339019001,198,17,7,5,6/25/2022,6/26/2022
1219,d,sgs,2022,26,change,pp2,7/20/2022,JPEG,0.337070569,201,20,7,5,6/25/2022,6/26/2022
1220,d,sgs,2022,26,change,pp2,7/23/2022,JPEG,0.336204217,204,23,7,5,6/25/2022,6/26/2022
1221,d,sgs,2022,26,change,pp2,6/25/2022,JPEG,0.337181174,176,25,6,5,6/25/2022,6/26/2022
1222,d,sgs,2022,26,change,pp2,8/12/2022,JPEG,0.336628053,224,12,8,5,6/25/2022,6/26/2022
1223,d,sgs,2022,26,change,pp2,8/26/2022,JPEG,0.334468031,238,26,8,5,6/25/2022,6/26/2022
1246,d,sgs,2022,27,change,pp2,6/25/2022,JPEG,0.336281016,176,25,6,15,6/25/2022,6/26/2022
1247,d,sgs,2022,27,change,pp2,6/27/2022,JPEG,0.332810646,178,27,6,15,6/25/2022,6/26/2022
1252,d,sgs,2022,27,change,pp2,7/11/2022,JPEG,0.345391459,192,11,7,15,6/25/2022,6/26/2022
1253,d,sgs,2022,27,change,pp2,7/14/2022,JPEG,0.341928367,195,14,7,15,6/25/2022,6/26/2022
1254,d,sgs,2022,27,change,pp2,7/17/2022,JPEG,0.339240235,198,17,7,15,6/25/2022,6/26/2022
1255,d,sgs,2022,27,change,pp2,7/20/2022,JPEG,0.338403545,201,20,7,15,6/25/2022,6/26/2022
1256,d,sgs,2022,27,change,pp2,7/23/2022,JPEG,0.337361096,204,23,7,15,6/25/2022,6/26/2022
1257,d,sgs,2022,27,change,pp2,7/29/2022,JPEG,0.351930493,210,29,7,15,6/25/2022,6/26/2022
1258,d,sgs,2022,27,change,pp2,8/12/2022,JPEG,0.336013936,224,12,8,15,6/25/2022,6/26/2022
1259,d,sgs,2022,27,change,pp2,8/26/2022,JPEG,0.338517276,238,26,8,15,6/25/2022,6/26/2022
1262,d,sgs,2022,27,change,pp2,6/29/2022,JPEG,0.336834196,180,29,6,15,6/25/2022,6/26/2022
1263,d,sgs,2022,27,change,pp2,7/3/2022,JPEG,0.343532492,184,3,7,15,6/25/2022,6/26/2022
1264,d,sgs,2022,27,change,pp2,7/5/2022,JPEG,0.346284932,186,5,7,15,6/25/2022,6/26/2022
1265,d,sgs,2022,27,change,pp2,7/8/2022,JPEG,0.344902352,189,8,7,15,6/25/2022,6/26/2022
1270,d,sgs,2022,28,change,pp2,7/3/2022,JPEG,0.341907719,184,3,7,7.5,6/25/2022,6/26/2022
1273,d,sgs,2022,31,change,pp2,6/25/2022,JPEG,0.33585782,176,25,6,10,6/25/2022,6/26/2022
1282,d,sgs,2022,28,change,pp2,6/25/2022,jpg,0.334926648,176,25,6,7.5,6/25/2022,6/26/2022
1283,d,sgs,2022,28,change,pp2,6/27/2022,JPEG,0.332505427,178,27,6,7.5,6/25/2022,6/26/2022
1284,d,sgs,2022,28,change,pp2,6/29/2022,JPEG,0.335734701,180,29,6,7.5,6/25/2022,6/26/2022
1287,d,sgs,2022,30,change,pp2,7/29/2022,JPEG,0.340002393,210,29,7,0,6/25/2022,6/26/2022
1294,d,sgs,2022,29,change,pp2,6/29/2022,JPEG,0.332289607,180,29,6,30,6/25/2022,6/26/2022
1306,d,sgs,2022,28,change,pp2,7/23/2022,JPEG,0.335924932,204,23,7,7.5,6/25/2022,6/26/2022
1307,d,sgs,2022,28,change,pp2,7/29/2022,JPEG,0.342375179,210,29,7,7.5,6/25/2022,6/26/2022
1308,d,sgs,2022,28,change,pp2,8/12/2022,JPEG,0.331058406,224,12,8,7.5,6/25/2022,6/26/2022
1309,d,sgs,2022,32,change,pp2,6/25/2022,JPEG,0.335878911,176,25,6,20,6/25/2022,6/26/2022
1310,d,sgs,2022,32,change,pp2,6/27/2022,JPEG,0.335084352,178,27,6,20,6/25/2022,6/26/2022
1311,d,sgs,2022,32,change,pp2,6/29/2022,JPEG,0.336214646,180,29,6,20,6/25/2022,6/26/2022
1312,d,sgs,2022,32,change,pp2,7/3/2022,JPEG,0.342955423,184,3,7,20,6/25/2022,6/26/2022
1313,d,sgs,2022,32,change,pp2,7/5/2022,JPEG,0.343771354,186,5,7,20,6/25/2022,6/26/2022
1314,d,sgs,2022,28,change,pp2,7/14/2022,JPEG,0.341755534,195,14,7,7.5,6/25/2022,6/26/2022
1315,d,sgs,2022,28,change,pp2,7/17/2022,JPEG,0.338684628,198,17,7,7.5,6/25/2022,6/26/2022
1316,d,sgs,2022,28,change,pp2,7/20/2022,JPEG,0.337187858,201,20,7,7.5,6/25/2022,6/26/2022
1317,d,sgs,2022,28,change,pp2,7/5/2022,JPEG,0.346985377,186,5,7,7.5,6/25/2022,6/26/2022
1318,d,sgs,2022,28,change,pp2,7/11/2022,JPEG,0.344965207,192,11,7,7.5,6/25/2022,6/26/2022
1320,d,sgs,2022,31,change,pp2,7/14/2022,JPEG,0.336465497,195,14,7,10,6/25/2022,6/26/2022
1321,d,sgs,2022,31,change,pp2,7/17/2022,JPEG,0.336675855,198,17,7,10,6/25/2022,6/26/2022
1322,d,sgs,2022,31,change,pp2,7/20/2022,JPEG,0.336051754,201,20,7,10,6/25/2022,6/26/2022
1323,d,sgs,2022,31,change,pp2,7/23/2022,JPEG,0.335284438,204,23,7,10,6/25/2022,6/26/2022
1324,d,sgs,2022,31,change,pp2,7/29/2022,JPEG,0.346590601,210,29,7,10,6/25/2022,6/26/2022
1328,d,sgs,2022,31,change,pp2,6/29/2022,JPEG,0.336459979,180,29,6,10,6/25/2022,6/26/2022
1329,d,sgs,2022,31,change,pp2,7/3/2022,JPEG,0.343012168,184,3,7,10,6/25/2022,6/26/2022
1332,d,sgs,2022,32,change,pp2,7/23/2022,JPEG,0.33611734,204,23,7,20,6/25/2022,6/26/2022
1333,d,sgs,2022,29,change,pp2,6/27/2022,JPEG,0.3308121,178,27,6,30,6/25/2022,6/26/2022
1335,d,sgs,2022,29,change,pp2,7/3/2022,JPEG,0.335892632,184,3,7,30,6/25/2022,6/26/2022
1345,d,sgs,2022,29,change,pp2,6/25/2022,JPEG,0.335992104,176,25,6,30,6/25/2022,6/26/2022
1350,d,sgs,2022,29,change,pp2,7/17/2022,JPEG,0.339120524,198,17,7,30,6/25/2022,6/26/2022
1352,d,sgs,2022,29,change,pp2,7/23/2022,JPEG,0.334608374,204,23,7,30,6/25/2022,6/26/2022
1354,d,sgs,2022,32,change,pp2,7/8/2022,JPEG,0.342292307,189,8,7,20,6/25/2022,6/26/2022
1359,d,sgs,2022,30,change,pp2,8/26/2022,JPEG,0.335908663,238,26,8,0,6/25/2022,6/26/2022
1360,d,sgs,2022,29,change,pp2,8/26/2022,JPEG,0.336082023,238,26,8,30,6/25/2022,6/26/2022
1361,d,sgs,2022,29,change,pp2,8/12/2022,JPEG,0.337766432,224,12,8,30,6/25/2022,6/26/2022
1362,d,sgs,2022,29,change,pp2,7/20/2022,JPEG,0.335424089,201,20,7,30,6/25/2022,6/26/2022
1364,d,sgs,2022,29,change,pp2,7/29/2022,JPEG,0.342996681,210,29,7,30,6/25/2022,6/26/2022
1368,d,sgs,2022,32,change,pp2,7/11/2022,JPEG,0.342108402,192,11,7,20,6/25/2022,6/26/2022
1369,d,sgs,2022,30,change,pp2,7/17/2022,JPEG,0.337406073,198,17,7,0,6/25/2022,6/26/2022
1370,d,sgs,2022,30,change,pp2,7/20/2022,JPEG,0.337218406,201,20,7,0,6/25/2022,6/26/2022
1371,d,sgs,2022,32,change,pp2,7/20/2022,JPEG,0.336252666,201,20,7,20,6/25/2022,6/26/2022
1376,d,sgs,2022,30,change,pp2,7/8/2022,JPEG,0.340796813,189,8,7,0,6/25/2022,6/26/2022
1378,d,sgs,2022,30,change,pp2,7/14/2022,JPEG,0.339543806,195,14,7,0,6/25/2022,6/26/2022
1387,d,sgs,2022,30,change,pp2,7/3/2022,JPEG,0.339270102,184,3,7,0,6/25/2022,6/26/2022
1390,d,sgs,2022,30,change,pp2,7/11/2022,JPEG,0.340922151,192,11,7,0,6/25/2022,6/26/2022
1393,d,sgs,2022,30,change,pp2,6/25/2022,JPEG,0.33599473,176,25,6,0,6/25/2022,6/26/2022
1394,d,sgs,2022,30,change,pp2,7/23/2022,JPEG,0.335645771,204,23,7,0,6/25/2022,6/26/2022
1398,d,sgs,2022,30,change,pp2,8/12/2022,JPEG,0.33412921,224,12,8,0,6/25/2022,6/26/2022
1400,d,sgs,2022,31,change,pp2,7/8/2022,JPEG,0.340460463,189,8,7,10,6/25/2022,6/26/2022
1401,d,sgs,2022,30,change,pp2,7/5/2022,JPEG,0.342418666,186,5,7,0,6/25/2022,6/26/2022
1402,d,sgs,2022,32,change,pp2,7/29/2022,JPEG,0.345543706,210,29,7,20,6/25/2022,6/26/2022
1404,d,sgs,2022,32,change,pp2,8/26/2022,JPEG,0.336583968,238,26,8,20,6/25/2022,6/26/2022
1409,d,sgs,2022,30,change,pp2,6/27/2022,JPEG,0.336570836,178,27,6,0,6/25/2022,6/26/2022
1410,d,sgs,2022,30,change,pp2,6/29/2022,JPEG,0.336117553,180,29,6,0,6/25/2022,6/26/2022
1412,d,sgs,2022,31,change,pp2,7/5/2022,JPEG,0.343325027,186,5,7,10,6/25/2022,6/26/2022
1414,d,sgs,2022,31,change,pp2,7/11/2022,JPEG,0.339091486,192,11,7,10,6/25/2022,6/26/2022
1416,d,sgs,2022,32,change,pp2,8/12/2022,JPEG,0.335486795,224,12,8,20,6/25/2022,6/26/2022
1417,d,sgs,2022,31,change,pp2,8/26/2022,JPEG,0.337710627,238,26,8,10,6/25/2022,6/26/2022
1418,d,sgs,2022,31,change,pp2,6/27/2022,JPEG,0.333811937,178,27,6,10,6/25/2022,6/26/2022
1420,d,sgs,2022,31,change,pp2,8/12/2022,JPEG,0.33406498,224,12,8,10,6/25/2022,6/26/2022
1421,d,sgs,2022,32,change,pp2,7/17/2022,JPEG,0.339241088,198,17,7,20,6/25/2022,6/26/2022
1424,d,sgs,2022,32,change,pp2,7/14/2022,JPEG,0.33897689,195,14,7,20,6/25/2022,6/26/2022
1510,e,sgs,2022,40,change,pp2,8/26/2022,JPEG,0.33614768,238,26,8,10,6/23/2022,6/24/2022
1514,e,sgs,2022,40,change,pp2,6/27/2022,JPEG,0.334292482,178,27,6,10,6/23/2022,6/24/2022
1515,e,sgs,2022,33,change,pp2,7/8/2022,JPEG,0.335054072,189,8,7,0,6/23/2022,6/24/2022
1518,e,sgs,2022,40,change,pp2,7/14/2022,JPEG,0.335922908,195,14,7,10,6/23/2022,6/24/2022
1519,e,sgs,2022,40,change,pp2,7/17/2022,JPEG,0.334286617,198,17,7,10,6/23/2022,6/24/2022
1520,e,sgs,2022,40,change,pp2,7/23/2022,JPEG,0.337079744,204,23,7,10,6/23/2022,6/24/2022
1521,e,sgs,2022,40,change,pp2,7/29/2022,JPEG,0.344120015,210,29,7,10,6/23/2022,6/24/2022
1529,e,sgs,2022,33,change,pp2,7/11/2022,JPEG,0.336938079,192,11,7,0,6/23/2022,6/24/2022
1530,e,sgs,2022,33,change,pp2,7/17/2022,JPEG,0.335542802,198,17,7,0,6/23/2022,6/24/2022
1531,e,sgs,2022,33,change,pp2,7/23/2022,JPEG,0.336830038,204,23,7,0,6/23/2022,6/24/2022
1532,e,sgs,2022,33,change,pp2,7/29/2022,JPEG,0.335335205,210,29,7,0,6/23/2022,6/24/2022
1533,e,sgs,2022,33,change,pp2,8/5/2022,JPEG,0.337427971,217,5,8,0,6/23/2022,6/24/2022
1534,e,sgs,2022,33,change,pp2,8/12/2022,JPEG,0.337425343,224,12,8,0,6/23/2022,6/24/2022
1535,e,sgs,2022,33,change,pp2,8/26/2022,JPEG,0.334662065,238,26,8,0,6/23/2022,6/24/2022
1536,e,sgs,2022,33,change,pp2,6/23/2022,JPEG,0.337009226,174,23,6,0,6/23/2022,6/24/2022
1537,e,sgs,2022,33,change,pp2,6/25/2022,JPEG,0.335755439,176,25,6,0,6/23/2022,6/24/2022
1538,e,sgs,2022,33,change,pp2,6/27/2022,JPEG,0.336309477,178,27,6,0,6/23/2022,6/24/2022
1539,e,sgs,2022,33,change,pp2,6/29/2022,JPEG,0.34089614,180,29,6,0,6/23/2022,6/24/2022
1540,e,sgs,2022,33,change,pp2,7/1/2022,JPEG,0.342222156,182,1,7,0,6/23/2022,6/24/2022
1541,e,sgs,2022,33,change,pp2,7/5/2022,JPEG,0.343368003,186,5,7,0,6/23/2022,6/24/2022
1559,e,sgs,2022,36,change,pp2,7/5/2022,JPEG,0.339904043,186,5,7,5,6/23/2022,6/24/2022
1560,e,sgs,2022,36,change,pp2,7/8/2022,JPEG,0.338537944,189,8,7,5,6/23/2022,6/24/2022
1562,e,sgs,2022,36,change,pp2,7/17/2022,JPEG,0.335444445,198,17,7,5,6/23/2022,6/24/2022
1570,e,sgs,2022,36,change,pp2,6/23/2022,JPEG,0.336217744,174,23,6,5,6/23/2022,6/24/2022
1571,e,sgs,2022,36,change,pp2,6/25/2022,JPEG,0.334474215,176,25,6,5,6/23/2022,6/24/2022
1573,e,sgs,2022,36,change,pp2,6/29/2022,JPEG,0.336519036,180,29,6,5,6/23/2022,6/24/2022
1574,e,sgs,2022,36,change,pp2,7/1/2022,JPEG,0.338088219,182,1,7,5,6/23/2022,6/24/2022
1578,e,sgs,2022,34,change,pp2,7/1/2022,JPEG,0.339797333,182,1,7,20,6/23/2022,6/24/2022
1579,e,sgs,2022,34,change,pp2,7/5/2022,JPEG,0.343045311,186,5,7,20,6/23/2022,6/24/2022
1580,e,sgs,2022,34,change,pp2,7/8/2022,JPEG,0.341376816,189,8,7,20,6/23/2022,6/24/2022
1581,e,sgs,2022,34,change,pp2,7/11/2022,JPEG,0.338994816,192,11,7,20,6/23/2022,6/24/2022
1587,e,sgs,2022,34,change,pp2,6/23/2022,JPEG,0.336317627,174,23,6,20,6/23/2022,6/24/2022
1588,e,sgs,2022,34,change,pp2,6/25/2022,JPEG,0.335773381,176,25,6,20,6/23/2022,6/24/2022
1589,e,sgs,2022,34,change,pp2,6/27/2022,JPEG,0.334421555,178,27,6,20,6/23/2022,6/24/2022
1590,e,sgs,2022,34,change,pp2,6/29/2022,JPEG,0.337380119,180,29,6,20,6/23/2022,6/24/2022
1591,e,sgs,2022,34,change,pp2,7/17/2022,JPEG,0.336176417,198,17,7,20,6/23/2022,6/24/2022
1592,e,sgs,2022,34,change,pp2,7/23/2022,JPEG,0.33505158,204,23,7,20,6/23/2022,6/24/2022
1593,e,sgs,2022,34,change,pp2,7/29/2022,JPEG,0.340746861,210,29,7,20,6/23/2022,6/24/2022
1594,e,sgs,2022,34,change,pp2,8/5/2022,JPEG,0.335313366,217,5,8,20,6/23/2022,6/24/2022
1595,e,sgs,2022,34,change,pp2,8/12/2022,JPEG,0.334405785,224,12,8,20,6/23/2022,6/24/2022
1596,e,sgs,2022,34,change,pp2,8/26/2022,JPEG,0.3356808,238,26,8,20,6/23/2022,6/24/2022
1603,e,sgs,2022,37,change,pp2,7/23/2022,JPEG,0.337106421,204,23,7,2.5,6/23/2022,6/24/2022
1613,e,sgs,2022,37,change,pp2,7/8/2022,JPEG,0.34081139,189,8,7,2.5,6/23/2022,6/24/2022
1624,e,sgs,2022,35,change,pp2,6/23/2022,JPEG,0.33636577,174,23,6,30,6/23/2022,6/24/2022
1625,e,sgs,2022,35,change,pp2,6/25/2022,JPEG,0.335506464,176,25,6,30,6/23/2022,6/24/2022
1626,e,sgs,2022,35,change,pp2,6/27/2022,JPEG,0.333231802,178,27,6,30,6/23/2022,6/24/2022
1627,e,sgs,2022,35,change,pp2,6/29/2022,JPEG,0.338329116,180,29,6,30,6/23/2022,6/24/2022
1628,e,sgs,2022,35,change,pp2,7/1/2022,JPEG,0.340725052,182,1,7,30,6/23/2022,6/24/2022
1629,e,sgs,2022,35,change,pp2,7/5/2022,JPEG,0.341656822,186,5,7,30,6/23/2022,6/24/2022
1630,e,sgs,2022,35,change,pp2,7/8/2022,JPEG,0.339771434,189,8,7,30,6/23/2022,6/24/2022
1631,e,sgs,2022,35,change,pp2,7/11/2022,JPEG,0.336764531,192,11,7,30,6/23/2022,6/24/2022
1632,e,sgs,2022,35,change,pp2,7/17/2022,JPEG,0.334001983,198,17,7,30,6/23/2022,6/24/2022
1633,e,sgs,2022,35,change,pp2,7/23/2022,JPEG,0.336383604,204,23,7,30,6/23/2022,6/24/2022
1634,e,sgs,2022,35,change,pp2,7/29/2022,JPEG,0.345533456,210,29,7,30,6/23/2022,6/24/2022
1635,e,sgs,2022,35,change,pp2,8/5/2022,JPEG,0.336214012,217,5,8,30,6/23/2022,6/24/2022
1636,e,sgs,2022,35,change,pp2,8/12/2022,JPEG,0.335971299,224,12,8,30,6/23/2022,6/24/2022
1637,e,sgs,2022,35,change,pp2,8/26/2022,JPEG,0.335547718,238,26,8,30,6/23/2022,6/24/2022
1661,e,sgs,2022,38,change,pp2,8/12/2022,JPEG,0.334332726,224,12,8,15,6/23/2022,6/24/2022
1662,e,sgs,2022,38,change,pp2,8/26/2022,JPEG,0.335218713,238,26,8,15,6/23/2022,6/24/2022
1663,e,sgs,2022,38,change,pp2,7/8/2022,JPEG,0.339272549,189,8,7,15,6/23/2022,6/24/2022
1664,e,sgs,2022,38,change,pp2,6/29/2022,JPEG,0.337201936,180,29,6,15,6/23/2022,6/24/2022
1665,e,sgs,2022,38,change,pp2,7/1/2022,JPEG,0.338921029,182,1,7,15,6/23/2022,6/24/2022
1671,e,sgs,2022,36,change,pp2,7/23/2022,JPEG,0.336027019,204,23,7,5,6/23/2022,6/24/2022
1672,e,sgs,2022,36,change,pp2,7/29/2022,JPEG,0.334100754,210,29,7,5,6/23/2022,6/24/2022
1673,e,sgs,2022,36,change,pp2,8/5/2022,JPEG,0.335997841,217,5,8,5,6/23/2022,6/24/2022
1674,e,sgs,2022,36,change,pp2,8/12/2022,JPEG,0.335105119,224,12,8,5,6/23/2022,6/24/2022
1675,e,sgs,2022,36,change,pp2,8/26/2022,JPEG,0.333303585,238,26,8,5,6/23/2022,6/24/2022
1682,e,sgs,2022,36,change,pp2,7/11/2022,JPEG,0.337829379,192,11,7,5,6/23/2022,6/24/2022
1689,e,sgs,2022,36,change,pp2,6/27/2022,JPEG,0.334031707,178,27,6,5,6/23/2022,6/24/2022
1712,e,sgs,2022,37,change,pp2,7/29/2022,JPEG,0.341619112,210,29,7,2.5,6/23/2022,6/24/2022
1713,e,sgs,2022,37,change,pp2,8/5/2022,JPEG,0.338175838,217,5,8,2.5,6/23/2022,6/24/2022
1714,e,sgs,2022,37,change,pp2,8/12/2022,JPEG,0.331500709,224,12,8,2.5,6/23/2022,6/24/2022
1715,e,sgs,2022,37,change,pp2,8/26/2022,JPEG,0.335772322,238,26,8,2.5,6/23/2022,6/24/2022
1716,e,sgs,2022,39,change,pp2,8/26/2022,JPEG,0.335667855,238,26,8,7.5,6/23/2022,6/24/2022
1722,e,sgs,2022,37,change,pp2,7/14/2022,JPEG,0.33848944,195,14,7,2.5,6/23/2022,6/24/2022
1723,e,sgs,2022,37,change,pp2,7/17/2022,JPEG,0.336063305,198,17,7,2.5,6/23/2022,6/24/2022
1728,e,sgs,2022,37,change,pp2,6/23/2022,JPEG,0.335403765,174,23,6,2.5,6/23/2022,6/24/2022
1729,e,sgs,2022,37,change,pp2,6/25/2022,JPEG,0.333880881,176,25,6,2.5,6/23/2022,6/24/2022
1732,e,sgs,2022,37,change,pp2,7/1/2022,JPEG,0.339558253,182,1,7,2.5,6/23/2022,6/24/2022
1733,e,sgs,2022,37,change,pp2,7/5/2022,JPEG,0.341633367,186,5,7,2.5,6/23/2022,6/24/2022
1735,e,sgs,2022,37,change,pp2,7/11/2022,JPEG,0.339553159,192,11,7,2.5,6/23/2022,6/24/2022
1743,e,sgs,2022,37,change,pp2,6/27/2022,JPEG,0.33586791,178,27,6,2.5,6/23/2022,6/24/2022
1744,e,sgs,2022,37,change,pp2,6/29/2022,JPEG,0.338629239,180,29,6,2.5,6/23/2022,6/24/2022
1757,e,sgs,2022,40,change,pp2,6/25/2022,JPEG,0.334579452,176,25,6,10,6/23/2022,6/24/2022
1764,e,sgs,2022,38,change,pp2,7/14/2022,JPEG,0.335099574,195,14,7,15,6/23/2022,6/24/2022
1767,e,sgs,2022,40,change,pp2,6/29/2022,JPEG,0.336991201,180,29,6,10,6/23/2022,6/24/2022
1768,e,sgs,2022,40,change,pp2,7/1/2022,JPEG,0.338769081,182,1,7,10,6/23/2022,6/24/2022
1769,e,sgs,2022,38,change,pp2,6/23/2022,JPEG,0.335243351,174,23,6,15,6/23/2022,6/24/2022
1770,e,sgs,2022,38,change,pp2,6/25/2022,JPEG,0.333308537,176,25,6,15,6/23/2022,6/24/2022
1771,e,sgs,2022,38,change,pp2,6/27/2022,JPEG,0.334114747,178,27,6,15,6/23/2022,6/24/2022
1773,e,sgs,2022,39,change,pp2,6/29/2022,JPEG,0.335196779,180,29,6,7.5,6/23/2022,6/24/2022
1774,e,sgs,2022,38,change,pp2,7/5/2022,JPEG,0.341336413,186,5,7,15,6/23/2022,6/24/2022
1776,e,sgs,2022,38,change,pp2,7/11/2022,JPEG,0.338122406,192,11,7,15,6/23/2022,6/24/2022
1777,e,sgs,2022,39,change,pp2,7/8/2022,JPEG,0.339294745,189,8,7,7.5,6/23/2022,6/24/2022
1778,e,sgs,2022,38,change,pp2,7/17/2022,JPEG,0.333883038,198,17,7,15,6/23/2022,6/24/2022
1780,e,sgs,2022,38,change,pp2,7/29/2022,JPEG,0.34031728,210,29,7,15,6/23/2022,6/24/2022
1781,e,sgs,2022,38,change,pp2,8/5/2022,JPEG,0.335815398,217,5,8,15,6/23/2022,6/24/2022
1783,e,sgs,2022,39,change,pp2,6/23/2022,JPEG,0.335862327,174,23,6,7.5,6/23/2022,6/24/2022
1784,e,sgs,2022,39,change,pp2,6/25/2022,JPEG,0.333961244,176,25,6,7.5,6/23/2022,6/24/2022
1785,e,sgs,2022,39,change,pp2,6/27/2022,JPEG,0.332462023,178,27,6,7.5,6/23/2022,6/24/2022
1788,e,sgs,2022,38,change,pp2,7/23/2022,JPEG,0.335472664,204,23,7,15,6/23/2022,6/24/2022
1789,e,sgs,2022,39,change,pp2,7/5/2022,JPEG,0.340003127,186,5,7,7.5,6/23/2022,6/24/2022
1791,e,sgs,2022,39,change,pp2,7/11/2022,JPEG,0.338591444,192,11,7,7.5,6/23/2022,6/24/2022
1792,e,sgs,2022,39,change,pp2,7/14/2022,JPEG,0.337403419,195,14,7,7.5,6/23/2022,6/24/2022
1799,e,sgs,2022,40,change,pp2,7/8/2022,JPEG,0.337387304,189,8,7,10,6/23/2022,6/24/2022
1800,e,sgs,2022,40,change,pp2,7/11/2022,JPEG,0.337446628,192,11,7,10,6/23/2022,6/24/2022
1802,e,sgs,2022,39,change,pp2,7/17/2022,JPEG,0.336743805,198,17,7,7.5,6/23/2022,6/24/2022
1803,e,sgs,2022,39,change,pp2,7/23/2022,JPEG,0.336126748,204,23,7,7.5,6/23/2022,6/24/2022
1806,e,sgs,2022,39,change,pp2,8/12/2022,JPEG,0.334410573,224,12,8,7.5,6/23/2022,6/24/2022
1808,e,sgs,2022,39,change,pp2,7/29/2022,JPEG,0.338575602,210,29,7,7.5,6/23/2022,6/24/2022
1810,e,sgs,2022,39,change,pp2,7/1/2022,JPEG,0.33985271,182,1,7,7.5,6/23/2022,6/24/2022
1812,e,sgs,2022,40,change,pp2,7/5/2022,JPEG,0.338859033,186,5,7,10,6/23/2022,6/24/2022
1813,e,sgs,2022,40,change,pp2,8/5/2022,JPEG,0.335392636,217,5,8,10,6/23/2022,6/24/2022
1814,e,sgs,2022,39,change,pp2,8/5/2022,JPEG,0.336386846,217,5,8,7.5,6/23/2022,6/24/2022
1816,e,sgs,2022,40,change,pp2,6/23/2022,JPEG,0.335645224,174,23,6,10,6/23/2022,6/24/2022
1894,f,sgs,2022,41,change,pp2,7/14/2022,JPEG,0.336968208,195,14,7,20,6/23/2022,6/24/2022
